SizeRank,SizeRank,DisplayName,PrimaryPayerId,Other Names,Aliases IDs,OperatingStates,Programs,WebsiteUrl,Credentialing,Credentialing,Eligibility Checks,Patient Cost Estimates,Patient Cost Estimates,Submit Claims,Receive ERAs,Enroll to receive ERAs,ERA enrollment type,ERA enrollment timeline,CoverageTypes
1706,1706,Keenan and Associates (Excluding City of Pasadena),J1498,,J1498,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2628,2628,Administrative Claim Service Incorporated,J1005,,J1005,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2814,2814,Delta Dental of Maryland,23166,DDMD|Delta Dental of Maryland,10723|23166,DE|MD|NY|PA|WV|DC,,https://www1.deltadentalins.com,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,ONE_CLICK,OVER_4_WEEKS,dental
1013,1013,Memorial Hermann Bundle Program,MHB123,,CGT456|MHB123,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2122,2122,Pacific Dental Services,J1806,,J1806,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical
280,280,Blue Shield of Pennsylvania - Dental Plus,CBPA2,Blue Shield of PA - Dental Plus|Highmark|United Concordia,CBPA2,PA,COMMERCIAL,https://www.unitedconcordia.com,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,dental
3345,3345,Christian Health Aid,98628,The Aid Plans,98628,,,https://theaidplans.us,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
3189,3189,Blue Cross NC - Dental Blue Select,61474,BCBSNC|Blue Cross and Blue Shield of North Carolina|Dental Blue Select,61474,NC,,https://www.bluecrossnc.com,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,dental
100,100,UnitedHealthcare Community Plan of Pennsylvania,86049,AmeriChoice Pennsylvania (Medicaid Children's Health Insurance Program)|AmeriChoice of Pennsylvania,2827|86049,PA,MEDICAID,https://www.uhcprovider.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1948,1948,MemorialCare Select Health Plan,46187,Seaside Health Plan,46187|7297|9620,CA,MEDICAID,https://www.memorialcareselecthealthplan.org,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
113,113,Optum San Diego Skilled Nursing Facility,COSNF,,COSNF,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,
136,136,ASA GEHA,6603,Aetna Signature Administrators GEHA,06603|7187|8628,NATIONAL,COMMERCIAL,https://www.geha.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental|medical|vision
3666,3666,Zurich American Insurance Company,36423,,36423,,,https://morganwhite.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,
1903,1903,Leon Medical Center Health Plan,LMCHP,,2282|2924|37316|65055|LMCHP,FL,MEDICARE,https://www.leonhealth.com,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,dental|medical
2866,2866,EDDY Seniorcare,R3500,EDDY Seniorcare|St. Peter's Health Partners,R3500,NY,MEDICARE|MEDICAID,https://sphp.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental
855,855,Sutter Connect Independent Physicians (SIP),SC004,Sutter Medical Foundation|Sutter Medical Group (SMG)|Sutter West Medical Group (SWMG),87163|HM057|IP092|S1000|SC004,CA,COMMERCIAL,https://www.sutterhealth.org,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
2193,2193,Creative Plan Administrators,37320,CPA,37320,,COMMERCIAL,https://www.cpatpa.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,
3328,3328,QuestCare Medical Services,84562,Questcare Medical Services,7174|84562,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
3118,3118,Blue Cross Complete (KP) - JVHL,KPJVHL,Blue Cross Complete (KP) - Joint Venture Hospital Laboratory,1255|12550|4587|KPJVHL|KPJVL,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
2014,2014,National Vision Administrators,NVADM,NVA,NVADM,,COMMERCIAL,https://www.e-nva.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical|vision
3453,3453,Pokagon Health Services,78535,,78535,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
447,447,Medicare Puerto Rico Part A,12M49,First Coast (FCSO) - Puerto Rico,12M49|46010,PR,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
412,412,Medicare Georgia Part A,10211,Palmetto GBA (PGBA) - Georgia,10211|IMGA0,GA,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
1119,1119,Provider Partners Health Plan of Pennsylvania,31400,Provider Partners Health Plans,15555|2077|31400|8222|PPHP_PA,PA,MEDICARE,https://www.pphealthplan.com,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
3483,3483,ESIS – Workers Compensation,WGPDG,ESIS (WC),WGPDG,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,INSTANT,
1005,1005,Hartford Accident and Indemnity Company,C1046,,C1046,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2917,2917,Delta Dental of Northeast,2027,"Delta Dental of Maine|Delta Dental of New Hampshire|Delta Dental of Northeast (Maine, New Hampshire, Vermont)|Delta Dental of Vermont|Northeast Delta Dental",2027,ME|NH|VT,,https://www.nedelta.com,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,ONE_CLICK,OVER_4_WEEKS,dental
2623,2623,TrailWest Bank (UCS Bank),89246,TrailWest Bank (United Community Systems Basic),89246,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2902,2902,Family Care Specialists,MPM40,Altais|MedPOINT Management,6132|MPM40|MPM40B,CA,COMMERCIAL,https://altais.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
1312,1312,AmeriHealth Caritas Louisiana,LCARE,LA Care|LaCHIP,10640|27357|4638|6156|LCARE,LA,,https://www.amerihealthcaritasla.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
1717,1717,Preferred Employers Insurance Company (PEI),J1496,,J1496,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
1432,1432,Fox Everett,64069,"Fox Everett, Inc|Fox Everett, Incorporated|HUB",5433|64069|6576,,COMMERCIAL,https://www.foxeverett.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
2616,2616,Stanley Works Incorporated,J1385,"Stanley Works, Incorporated",J1385,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1730,1730,United Care Medical Group (UCMG) (Regal),ADCUC,,6840|7618|ADCUC,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2430,2430,Main Street America Group Spring Valley Mutual,J1842,,J1842,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2397,2397,HealthEquity,43700,Health Equity,43700|9755,,,https://www.healthequity.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,medical
1079,1079,Community Care Collaborative,TCMAP,Travis County MAP MediView,7891|TCMAP|UCMAP,TX,,https://www.centralhealth.net,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
3336,3336,Western National Assurance,J1569,,J1569,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2747,2747,GHA Orthopedic Providers Inc,GHAOP,"GHA Orthopedic Providers, Inc",GHAOP,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,
3431,3431,J1 Legacy,1911,,1911,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,MULTI_STEP,DAYS,medical
3214,3214,Baptist Health South Florida,65026,,65026,FL,,https://baptisthealth.net,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1600,1600,Verdegard,86070,IMX Easy,86070,,COMMERCIAL,https://verdegard.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
408,408,Medicare Kansas Part A,5201,Medicare Kansas Part A Wisconsin Physicians Service|Wisconsin Physicians Service (WPS) - Kansas,05201|5518|IMKS0|JIMKS0,KS,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
599,599,HMSA,100937,BC HAWAII|BCBS Hawaii|BCBSHI|Blue Cross Blue Shield of Hawaii|HMSA - Medicare Advantage|Hawaii Medical Service Association,100937|10530|12B62|HIBLS|HMSA1|SB971,CA|HI|NV,COMMERCIAL|MEDICARE,https://hmsa.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical|vision
908,908,Mercy Provider Network,43185,,1270|43185,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
2264,2264,Ayers Trucking,J1018,,J1018,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
678,678,Peak Health,PEAK0,Peak Advantage|Peak Health Insurance Corporation|Peak Medicare Advantage,14425|8034|9751|PEAK0,KY|PA|WV,,https://peakhealth.org,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical|vision
2656,2656,City of Dallas,J1441,,J1441,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
912,912,BreckPoint,BRKPNT,,9185|BRKPN|BRKPNT,,,https://www.breckpoint.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
415,415,Medicare Part A Legacy WPS (Colorado New Mexico Texas Oklahoma),12M88,"Colorado Medicare|Medicare Part A Legacy Wisconsin Physicians Service (Colorado, New Mexico, Texas, Oklahoma)|Novitas - New Mexico|Novitas - Texas",12M88,CO|NM|OK|TX,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
3226,3226,DeltaCare USA (Encounters),CDCAP,DeltaCare USA / PMI - Encounters|DeltaCare USA / Pacific Mutual Insurance - Encounters,10741|CDCAP|DDCA3,,,https://www1.deltadentalins.com,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,dental
2900,2900,Bluestem PACE,BLSTM,,BLSTM,KS,MEDICARE|MEDICAID,https://bluestempace.org,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental
542,542,Blue Cross and Blue Shield of Minnesota,720,BCBSMN|Blue Cross Blue Shield of Minnesota - Commercial and Medicare|Blue Cross and Blue Shield of Minnesota - Medicare Advantage|Central States Trucking Association Comprehensive Care Services|Comprehensive Care Service (CCSTPA),00720|00722|10039|1402|1410|1429|220|720|BXMN1|CBMN1|CBMNU|MNBLS|PUFBY|QJZST|SB720|SB720MA|SB721|TLU22|UAKJM,MN,COMMERCIAL|MEDICARE,https://www.bluecrossmn.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical|vision
2860,2860,Sunrise PACE,R3498,,R3498,MI,MEDICARE|MEDICAID,https://region7aaa.org,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
324,324,CareCentrix Blue Cross Blue Shield Michigan,11349,CareCentrix BCBSM,11349|9469,,,https://www.carecentrix.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical|vision
1455,1455,CommunityCare IPA,AMM12,Community Care Independent Physician Association|Community Care Independent Practice Association,AMM12,CA,COMMERCIAL,https://communitycareipa.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
410,410,Medicare Nebraska Part A,5401,Wisconsin Physicians Service (WPS) - Nebraska,05401|IMNE0|JIMNE0,NE,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
3085,3085,Dearborn Group,36123,DLIC|Dearborn National,36123,,COMMERCIAL,https://www.mydearborngroup.com,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,vision
1349,1349,CareSource (Common Ground Healthcare Cooperative ),77170,CGHC,12272|6674|6778|77170,WI,,https://www.caresource.com,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical|vision
1544,1544,San Diego County Medical Services (County Medical Services),MSO11,Americhoice|San Diego County Medical Services (CMS)|San Diego County Sheriffs Department,6190|MSO11|MSO55,CA,,https://www.sandiegocounty.gov,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2949,2949,Marin Headlands Medical Group,77304,Sutter Medical Group of the Redwoods|Sutter Pacific Medical Foundation|Sutter West Bay Medical Group,77304,CA,COMMERCIAL,https://www.sutterhealth.org,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
993,993,Colorado Health Insurance Cooperative,49718,,49718|6816,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
152,152,Carelon Aetna Home Health,34010,Carelon Medical Benefits Management,3040|34010,,,https://providers.carelonmedicalbenefitsmanagement.com/postacute/provider-materials/aetna-provider-resources,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2369,2369,Farmers Fire Insurance Exchange,J1706,,J1706,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1601,1601,Advocate Medical Group,36320,,2517|36320|3704,IL,,https://www.advocatehealth.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1457,1457,Cook Children's Health Plan (STAR),CCHP9,Cook Children's Health Plan STAR|Cook Children's Star Plan,4752|9580|CCHP9,TX,,https://www.cookchp.org,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2540,2540,The Scotts Company,J1111,,J1111,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3319,3319,Program of All-Inclusive Care for the Elderly Central Iowa,1171,,1171|2527|72436,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
3367,3367,NY CITY POLICE DEPARTMENT NYPD – Workers Compensation,WPGJK,NY CITY POLICE DEPARTMENT NYPD,WPGJK,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1127,1127,American Family Insurance Company,ARIC,,3680|56071|5883|ARIC,,,https://www.wellabe.com,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
2429,2429,Main Street America Group Old Dominion Company,J1841,,J1841,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3222,3222,Delta Dental of Idaho,82029,,82029,ID,,https://www.deltadentalid.com,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,dental
1219,1219,Driscoll Health Plan,74284,Driscoll Children's Health Plan,11090|3234|3925|74284|DCHCH|DRSCHP,TX,MEDICAID,https://driscollhealthplan.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical
1677,1677,Self-Insured Schools of California,J1520,Self-Insured Schools of California (SISC),J1520,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2602,2602,PersonalLink Martin Luther King,PRNLK,PrenLink Martin Luther King Jr.,PRNLK,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
3616,3616,Medical Home Network,MDWI00,,MDWI00,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,
105,105,UHC Dental Government Programs,GP133,Optum Specialty Services,GP133,,COMMERCIAL,https://www.uhcdental.com,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,dental
2701,2701,Miami Behavioral Health,92579,,92579,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
3477,3477,Broadspire – Workers Compensation,WQLQV,Broadspire (WC),WQLQV,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,INSTANT,
1464,1464,Hill Physicians Blue Shield PPO,HLPBS,Hill Physicians Blue Shield Preferred Provider Organization,7846|HLPBS,CA,COMMERCIAL,https://www.hillphysicians.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
806,806,Peak PACE Solutions,27034,Peak Program of All-Inclusive Care for the Elderly Solutions,27034|27034MA|5663|6862,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
3661,3661,Veteran Affairs Patient Centered Community Care Program (VAPCCC) Region 6,VAPC6,,VAPC6,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,
3481,3481,Crum and Forster – Workers Compensation,WQVPL,Crum and Forster (WC),WQVPL,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,INSTANT,
583,583,Dean Health Plan,39113,Chorus Community Health Plan (CCHP)|Dean Advantage|Dean Commercial|Dean Cost|Dean Health Plan by Medica|Dean Select|Medica Employee Health Plan|Medica SSM Health Employee Health Plan,10653|14468|1497|16566|3581|39113|DEAN1|DEANH|DEANHP,IL|MO|WI,COMMERCIAL|MEDICARE,https://www.deancare.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical|vision
2534,2534,Texas Association of School Boards (TASB),A0234,,A0234,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2897,2897,Perennial Advantage of Colorado,PACO1,,16609|7038|9421|PACO1,CO,MEDICARE,https://perennialadvantage.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
3446,3446,PACE by Innercare,2556G ,,2556G ,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,dental
1182,1182,"North American Administrators Nashville, Tennessee (Lucent Health)",65085,"Central Valley Medical Group|Cypress Benefits|Lucent Health - Nashville|Lucent Health - North America Administrators NAA|North American Administrators|North American Administrators Nashville, Tennessee (NAA)|North American Medical Management (NAMM) Northern California|North American Medical Management - Northern California",00066|3812|39199|65085|E3510,,COMMERCIAL,https://lucenthealth.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical|vision
614,614,CareSource Georgia (Marketplace),GACS1,,1194|2570|CASGA|GACS1|GACS1MA,GA,,https://www.caresource.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
3239,3239,National Employee Benefits Administrators,ZP1363,"NEBA|National Employee Benefits Administrators, INC.",ZP1363,,COMMERCIAL,https://nebainc.com,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,
2464,2464,OneBeacon Insurance Auto,C1026,,C1026,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1616,1616,Bella Vista Medical Group,MPM10,MedPOINT Management,5874|8688|MPM10,,,https://www.medpointmanagement.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
944,944,Pioneer Provider Network,PPNZZ,,6719|9518|PPNZZ,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
2195,2195,El Paso Water Utility Texas Jurisdiction,J1017,El Paso Water Utilities Texas Jurisdiction,J1017,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
204,204,Envolve Vision of Puerto Rico,204861241,"Centene Vision Services|Envolve Benefit Options|Envolve Total Vision, Inc.|Envolve Vision Benefits Puerto Rico",204861241,PR,,https://www.envolvevision.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,vision
3002,3002,CEHAS Plan Administrators ,91888,,91888,VA,COMMERCIAL,https://www.cehas-admin.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1224,1224,Network Health TPA,22344,"Exceedent LLC|Exceedent, LLC|Network Health",22344|7732|9681|NETWH,WI,COMMERCIAL,https://networkhealth.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
1139,1139,Dignity Health Management Services,11065,CommonSpirit Health|DHMSO|Dignity Health Medical Network (Santa Cruz)|GemCare|GemCare Health Plan|GemCare Medical Group (Managed Care Systems)|Independence Medical Group (Tulare County)|Independence Medical Group - Kern County|Managed Care Systems (Gemcare)|QualCare (Managed Care Systems),11065|4607|6100|GMCARE|MCS01|MCS03,CA,COMMERCIAL,https://dignityhealthmso.org,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
134,134,Aetna Voluntary Plans,57604,Aetna Affordable Health Choices (SM) - SRC|Aetna Strategic Resource Company,4011|57604|8737,,MEDICARE,https://www.aetna.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical|vision
3444,3444,OSF Health Plan,62171,,62171,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
629,629,Maine Medicaid,SKME0,Maine Department of Health and Human Services|MaineCare|Medicaid Maine,10121|12K13|5259|CKME1|MEMCD|ME_MES_4_MMS_IG|ME_MMIS_4_DXCMS|SKME0|SKME1,ME,MEDICAID,https://www.maine.gov/dhhs/oms,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,DAYS,dental|medical|vision
604,604,WebTPA,75261,GuideWell|WebTPA Employer Services LLC,10532|1706|4559|59332|75261|WBTPA|WEBTPA,,COMMERCIAL,https://www.webtpa.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical|vision
1623,1623,Imperial Health Plan of California,IHP01,"Imperial Health Plan of California, Incorporated|Imperial Insurance Companies",4067|8811|IHP01|IHP01MA,,,https://imperialhealthplan.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1521,1521,TBR,TAYLR,TBRTPA|Taylor Benefit Resource|Taylor Benefits,7298|TAYLR,,COMMERCIAL,https://www.tbrtpa.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1563,1563,HealthSource MSO,HSMSO,HealthSource Management Services Organization,8722|HSMSO,,COMMERCIAL,https://www.healthsourcemso.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
814,814,UCLA Medical Group,USMBP,"University of California, Los Angeles Medical Group",7266|8680|USMBP,CA,,https://www.uclahealth.org,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
376,376,Medicare New Hampshire Part B,14312,National Government Services (NGS) - New Hampshire|New Hampshire Medicare,14312|2470|JSMNH0|NHMCR|SMNH0,NH,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
60,60,Student Resources (UnitedHealthcare),74227,,10938|4593|6465|74227|STDNT,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
1857,1857,John Hopkins Home Care Group,JHHCG,Johns Hopkins Home Care Group,8201|JHHCG,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
3474,3474,Allstate (All States Except New Jersey) – Workers Compensation,WVQKL,Allstate (All States Except New Jersey) (WC),WVQKL,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,INSTANT,
2785,2785,SGRX,29094,,29094,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,
3080,3080,Auxilio Plan de Socios,660178704,Plan de Socios Auxilio Mutuo,660178704|PDSAM,PR,,https://www.auxilioplandesocios.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1673,1673,Performance Contracting Incorporated,J1940,"Performance Contracting, Incorporated",J1940,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1143,1143,Medicare Durable Medical Equipment Regional Carrier Jurisdiction D,19003,Medicare DME MAC Jurisdiction D|Medicare Durable Medical Equipment Regional Carrier Region D|Noridian Healthcare Solutions,19003|7478|DMERD,AK|AZ|CA|HI|ID|IA|KS|MO|MT|NE|NV|ND|OR|SD|UT|WA|WY|GU|AS|MP,MEDICARE,https://www.cms.gov,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
263,263,Blue Shield of Pennsylvania,CB865,,CB865,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,dental
